0.8218,2.1428,90.0,-0.17664420842321E+03
0.8318,2.1428,90.0,-0.17664714583616E+03
0.8418,2.1428,90.0,-0.17664969055816E+03
0.8518,2.1428,90.0,-0.17665187128592E+03
0.8618,2.1428,90.0,-0.17665371473666E+03
0.8718,2.1428,90.0,-0.17665524575156E+03
0.8818,2.1428,90.0,-0.17665648738672E+03
0.8918,2.1428,90.0,-0.17665746099527E+03
0.9018,2.1428,90.0,-0.17665818630523E+03
0.9118,2.1428,90.0,-0.17665868149740E+03
0.9218,2.1428,90.0,-0.17665896328655E+03
0.9318,2.1428,90.0,-0.17665904700680E+03
0.9418,2.1428,90.0,-0.17665894669983E+03
0.9518,2.1428,90.0,-0.17665867520152E+03
0.9618,2.1428,90.0,-0.17665824422318E+03
0.9718,2.1428,90.0,-0.17665766442278E+03
0.9818,2.1428,90.0,-0.17665694546387E+03
0.9918,2.1428,90.0,-0.17665609606159E+03
1.0018,2.1428,90.0,-0.17665512401681E+03
1.0118,2.1428,90.0,-0.17665403624035E+03
1.0218,2.1428,90.0,-0.17665283876957E+03
0.8218,2.2428,90.0,-0.17665474732443E+03
0.8318,2.2428,90.0,-0.17665783074918E+03
0.8418,2.2428,90.0,-0.17666051944392E+03
0.8518,2.2428,90.0,-0.17666284223947E+03
0.8618,2.2428,90.0,-0.17666482606226E+03
0.8718,2.2428,90.0,-0.17666649605644E+03
0.8818,2.2428,90.0,-0.17666787569378E+03
0.8918,2.2428,90.0,-0.17666898687231E+03
0.9018,2.2428,90.0,-0.17666985000471E+03
0.9118,2.2428,90.0,-0.17667048409799E+03
0.9218,2.2428,90.0,-0.17667090682628E+03
0.9318,2.2428,90.0,-0.17667113459879E+03
0.9418,2.2428,90.0,-0.17667118262511E+03
0.9518,2.2428,90.0,-0.17667106497954E+03
0.9618,2.2428,90.0,-0.17667079466527E+03
0.9718,2.2428,90.0,-0.17667038367880E+03
0.9818,2.2428,90.0,-0.17666984307264E+03
0.9918,2.2428,90.0,-0.17666918301553E+03
1.0018,2.2428,90.0,-0.17666841284763E+03
1.0118,2.2428,90.0,-0.17666754112910E+03
1.0218,2.2428,90.0,-0.17666657568134E+03
0.8218,2.3428,90.0,-0.17666102199940E+03
0.8318,2.3428,90.0,-0.17666418439795E+03
0.8418,2.3428,90.0,-0.17666694917226E+03
0.8518,2.3428,90.0,-0.17666934509871E+03
0.8618,2.3428,90.0,-0.17667139907585E+03
0.8718,2.3428,90.0,-0.17667313625297E+03
0.8818,2.3428,90.0,-0.17667458014780E+03
0.8918,2.3428,90.0,-0.17667575275416E+03
0.9018,2.3428,90.0,-0.17667667464031E+03
0.9118,2.3428,90.0,-0.17667736503844E+03
0.9218,2.3428,90.0,-0.17667784192628E+03
0.9318,2.3428,90.0,-0.17667812210137E+03
0.9418,2.3428,90.0,-0.17667822124900E+03
