0.8613,2.4432,90.0,-0.13277352052628E+03
0.8713,2.4432,90.0,-0.13277613861460E+03
0.8813,2.4432,90.0,-0.13277842245323E+03
0.8913,2.4432,90.0,-0.13278039553964E+03
0.9013,2.4432,90.0,-0.13278207995356E+03
0.9113,2.4432,90.0,-0.13278349644575E+03
0.9213,2.4432,90.0,-0.13278466452016E+03
0.9313,2.4432,90.0,-0.13278560250992E+03
0.9413,2.4432,90.0,-0.13278632765259E+03
0.9513,2.4432,90.0,-0.13278685613546E+03
0.9613,2.4432,90.0,-0.13278720318478E+03
0.9713,2.4432,90.0,-0.13278738310231E+03
0.9813,2.4432,90.0,-0.13278740932149E+03
0.9913,2.4432,90.0,-0.13278729445483E+03
1.0013,2.4432,90.0,-0.13278705033782E+03
1.0113,2.4432,90.0,-0.13278668806926E+03
1.0213,2.4432,90.0,-0.13278621804848E+03
1.0313,2.4432,90.0,-0.13278565000962E+03
1.0413,2.4432,90.0,-0.13278499305309E+03
1.0513,2.4432,90.0,-0.13278425567445E+03
1.0613,2.4432,90.0,-0.13278344579086E+03
0.8613,2.5432,90.0,-0.13277900371990E+03
0.8713,2.5432,90.0,-0.13278167791721E+03
0.8813,2.5432,90.0,-0.13278401412894E+03
0.8913,2.5432,90.0,-0.13278603570276E+03
0.9013,2.5432,90.0,-0.13278776458099E+03
0.9113,2.5432,90.0,-0.13278922139108E+03
0.9213,2.5432,90.0,-0.13279042553002E+03
0.9313,2.5432,90.0,-0.13279139524229E+03
0.9413,2.5432,90.0,-0.13279214769215E+03
0.9513,2.5432,90.0,-0.13279269903067E+03
0.9613,2.5432,90.0,-0.13279306445801E+03
0.9713,2.5432,90.0,-0.13279325828107E+03
0.9813,2.5432,90.0,-0.13279329396697E+03
0.9913,2.5432,90.0,-0.13279318419271E+03
1.0013,2.5432,90.0,-0.13279294089062E+03
1.0113,2.5432,90.0,-0.13279257529079E+03
1.0213,2.5432,90.0,-0.13279209796765E+03
1.0313,2.5432,90.0,-0.13279151884744E+03
1.0413,2.5432,90.0,-0.13279084728397E+03
1.0513,2.5432,90.0,-0.13279009206107E+03
1.0613,2.5432,90.0,-0.13278926142777E+03
0.8613,2.6432,90.0,-0.13278238317048E+03
0.8713,2.6432,90.0,-0.13278509130816E+03
0.8813,2.6432,90.0,-0.13278745849982E+03
0.8913,2.6432,90.0,-0.13278950794013E+03
0.9013,2.6432,90.0,-0.13279126142215E+03
0.9113,2.6432,90.0,-0.13279273942956E+03
0.9213,2.6432,90.0,-0.13279396122179E+03
0.9313,2.6432,90.0,-0.13279494491374E+03
0.9413,2.6432,90.0,-0.13279570754948E+03
0.9513,2.6432,90.0,-0.13279626517071E+03
0.9613,2.6432,90.0,-0.13279663288047E+03
0.9713,2.6432,90.0,-0.13279682490227E+03
0.9813,2.6432,90.0,-0.13279685463500E+03
0.9913,2.6432,90.0,-0.13279673470390E+03
1.0013,2.6432,90.0,-0.13279647700763E+03
1.0113,2.6432,90.0,-0.13279609276222E+03
1.0213,2.6432,90.0,-0.13279559254166E+03
1.0313,2.6432,90.0,-0.13279498631515E+03
1.0413,2.6432,90.0,-0.13279428348172E+03
1.0513,2.6432,90.0,-0.13279349290218E+03
